n_articles,n_properties_present,model_a_level,model_a_label,model_a_sig_count,model_b_risk_score,model_b_raw_score,date,event_id,actual_label
314659,12,3,Alert,12,0.0,0.0,2017-05-26,282,0
299022,12,3,Alert,12,0.0,0.0,2017-05-29,283,0
301321,12,3,Alert,12,0.0,0.0,2017-05-30,284,0
308337,12,3,Alert,12,0.0,0.0,2017-05-31,285,0
314163,12,3,Alert,12,0.0,0.0,2017-06-01,286,0
314177,12,3,Alert,12,0.0,0.0,2017-06-02,287,0
297354,12,3,Alert,12,0.0,0.0,2017-06-05,288,0
304948,12,3,Alert,12,0.0,0.0,2017-06-08,289,0
304880,12,3,Alert,12,0.0,0.0,2017-06-09,290,0
286183,12,3,Alert,12,0.0,0.0,2017-06-12,291,0
293294,12,3,Alert,12,0.0,0.0,2017-06-14,292,0
298379,12,3,Alert,12,0.0,0.0,2017-06-15,293,0
300653,12,3,Alert,12,0.0,0.0,2017-06-16,294,0
292010,12,3,Alert,12,0.0,0.0,2017-06-19,295,0
296786,12,3,Alert,12,0.0,0.0,2017-06-20,296,0
303448,12,3,Alert,12,0.03,0.0016,2017-06-21,297,0
308558,12,3,Alert,12,0.11,0.0068,2017-06-22,298,0
309263,12,3,Alert,12,0.18,0.0112,2017-06-23,299,0
294076,12,3,Alert,12,0.15,0.0093,2017-06-26,300,0
295324,12,3,Alert,12,0.17,0.0108,2017-06-27,301,0
302562,12,3,Alert,12,0.41,0.0259,2017-06-28,302,0
307976,12,3,Alert,12,0.4,0.0249,2017-06-29,303,0
305212,12,3,Alert,12,0.02,0.0015,2017-07-05,304,0
310787,12,3,Alert,12,0.01,0.0008,2017-07-07,305,0
296482,12,3,Alert,12,0.0,0.0,2017-07-10,306,0
298179,12,3,Alert,12,0.0,0.0,2017-07-11,307,0
305301,12,3,Alert,12,0.0,0.0,2017-07-12,308,0
295875,12,3,Alert,12,0.0,0.0,2017-07-18,309,0
302867,12,3,Alert,12,0.0,0.0,2017-07-19,310,0
300065,12,3,Alert,12,0.0,0.0,2017-07-24,311,0
308410,12,3,Alert,12,0.0,0.0,2017-07-26,312,0
313579,12,3,Alert,12,0.01,0.0004,2017-07-27,313,0
313829,12,3,Alert,12,0.01,0.0006,2017-07-28,314,0
300285,12,3,Alert,12,0.0,0.0,2017-08-01,315,0
306685,12,3,Alert,12,0.0,0.0,2017-08-02,316,0
311219,12,3,Alert,12,0.0,0.0,2017-08-03,317,0
310193,12,3,Alert,12,0.33,0.0206,2017-08-04,318,0
294607,12,3,Alert,12,0.31,0.0196,2017-08-07,319,0
302256,12,3,Alert,12,0.21,0.0131,2017-08-09,320,0
307245,12,3,Alert,12,0.36,0.0224,2017-08-10,321,0
307005,12,3,Alert,12,0.72,0.0454,2017-08-11,322,0
290787,12,3,Alert,12,0.94,0.0591,2017-08-14,323,0
293496,12,3,Alert,12,0.46,0.029,2017-08-16,324,0
298449,12,3,Alert,12,0.67,0.0422,2017-08-17,325,0
297663,12,3,Alert,12,0.0,0.0,2017-08-18,326,0
281952,12,3,Alert,12,0.02,0.0013,2017-08-21,327,0
289525,12,3,Alert,12,0.17,0.0107,2017-08-23,328,0
294586,12,3,Alert,12,0.0,0.0,2017-08-24,329,0
296806,12,3,Alert,12,0.0,0.0,2017-09-01,330,0
283265,12,3,Alert,12,0.0,0.0,2017-09-04,331,0
285981,12,3,Alert,12,0.0,0.0,2017-09-05,332,0
300089,12,3,Alert,12,0.0,0.0,2017-09-08,333,0
285701,12,3,Alert,12,0.0,0.0003,2017-09-11,334,0
287848,12,3,Alert,12,0.02,0.0015,2017-09-12,335,0
294930,12,3,Alert,12,0.1,0.006,2017-09-13,336,0
301242,12,3,Alert,12,0.17,0.0107,2017-09-14,337,0
302063,12,3,Alert,12,0.24,0.0154,2017-09-15,338,0
290943,12,3,Alert,12,0.28,0.0176,2017-09-18,339,0
300914,12,3,Alert,12,0.3,0.0189,2017-09-20,340,0
306211,12,3,Alert,12,0.27,0.0167,2017-09-21,341,0
296343,12,3,Alert,12,0.0,0.0,2017-09-26,342,0
309631,12,3,Alert,12,0.0,0.0,2017-09-28,343,0
271139,12,3,Alert,12,0.0,0.0,2017-10-11,344,0
276552,12,3,Alert,12,0.0,0.0,2017-10-12,345,0
260876,12,3,Alert,12,0.0,0.0,2017-10-16,346,0
262237,12,3,Alert,12,0.0,0.0,2017-10-17,347,0
269676,12,3,Alert,12,0.0,0.0,2017-10-18,348,0
273383,12,3,Alert,12,0.0,0.0,2017-10-20,349,0
259505,12,3,Alert,12,0.0,0.0,2017-10-24,350,0
266596,12,3,Alert,12,0.0,0.0,2017-10-25,351,0
272527,12,3,Alert,12,0.0,0.0,2017-10-27,352,0
272099,12,3,Alert,12,0.04,0.0026,2017-11-02,353,0
272110,12,3,Alert,12,0.0,0.0,2017-11-03,354,0
266315,12,3,Alert,12,0.0,0.0,2017-11-08,355,0
302067,12,3,Alert,12,8.27,0.5199,2019-01-23,356,0
309752,12,3,Alert,12,6.11,0.3842,2019-01-25,357,0
297750,12,3,Alert,12,4.92,0.3093,2019-01-29,358,0
306089,12,3,Alert,12,5.27,0.3314,2019-01-30,359,0
313374,12,3,Alert,12,5.04,0.3168,2019-01-31,360,0
293597,12,3,Alert,12,0.0,0.0,2019-02-07,361,0
344377,12,3,Alert,12,7.05,0.4431,2021-05-26,362,0
350579,12,3,Alert,12,8.52,0.5356,2021-05-28,363,0
335032,12,3,Alert,12,7.89,0.4962,2021-06-01,364,0
344056,12,3,Alert,12,8.33,0.524,2021-06-02,365,0
350065,12,3,Alert,12,8.31,0.5226,2021-06-03,366,0
350274,12,3,Alert,12,8.14,0.5116,2021-06-04,367,0
331241,12,3,Alert,12,7.16,0.4501,2021-06-07,368,0
333855,12,3,Alert,12,7.1,0.4465,2021-06-08,369,0
342217,12,3,Alert,12,7.51,0.4721,2021-06-09,370,0
348875,12,3,Alert,12,8.88,0.5583,2021-06-11,371,0
330455,12,3,Alert,12,7.18,0.4516,2021-06-15,372,0
338365,12,3,Alert,12,7.21,0.4537,2021-06-16,373,0
348918,12,3,Alert,12,7.24,0.4555,2021-06-24,374,0
329533,12,3,Alert,12,6.61,0.4159,2021-06-28,375,0
340337,12,3,Alert,12,7.43,0.4675,2021-06-30,376,0
346700,12,3,Alert,12,7.62,0.4791,2021-07-01,377,0
347507,12,3,Alert,12,7.67,0.4823,2021-07-02,378,0
338181,12,3,Alert,12,7.3,0.4589,2021-07-05,379,0
340645,12,3,Alert,12,7.56,0.4752,2021-07-06,380,0
348375,12,3,Alert,12,7.83,0.4924,2021-07-07,381,0
338061,12,3,Alert,12,7.72,0.4856,2021-07-12,382,0
340329,12,3,Alert,12,7.96,0.5004,2021-07-13,383,0
348731,12,3,Alert,12,8.49,0.5341,2021-07-14,384,0
354853,12,3,Alert,12,8.91,0.5603,2021-07-15,385,0
354753,12,3,Alert,12,9.15,0.5755,2021-07-16,386,0
336067,12,3,Alert,12,8.9,0.5599,2021-07-19,387,0
352448,12,3,Alert,12,10.4,0.6543,2021-07-22,388,0
352724,12,3,Alert,12,10.54,0.6626,2021-07-23,389,0
336230,12,3,Alert,12,9.34,0.5875,2021-07-27,390,0
344220,12,3,Alert,12,9.63,0.6054,2021-07-28,391,0
349975,12,3,Alert,12,10.95,0.6889,2021-07-29,392,0
350356,12,3,Alert,12,11.32,0.7122,2021-07-30,393,0
332204,12,3,Alert,12,9.98,0.6279,2021-08-02,394,0
333984,12,3,Alert,12,9.69,0.6096,2021-08-03,395,0
340900,12,3,Alert,12,9.46,0.5951,2021-08-04,396,0
345003,12,3,Alert,12,8.38,0.5271,2021-08-06,397,0
326197,12,3,Alert,12,6.87,0.432,2021-08-09,398,0
327907,12,3,Alert,12,6.47,0.4071,2021-08-10,399,0
341484,12,3,Alert,12,6.68,0.4202,2021-08-13,400,0
326573,12,3,Alert,12,5.28,0.3323,2021-08-18,401,0
332677,12,3,Alert,12,5.05,0.3174,2021-08-19,402,0
332893,12,3,Alert,12,4.99,0.3139,2021-08-20,403,0
314687,12,3,Alert,12,5.08,0.3192,2021-08-23,404,0
324691,12,3,Alert,12,4.78,0.3006,2021-08-25,405,0
330284,12,3,Alert,12,4.49,0.2826,2021-08-26,406,0
312681,12,3,Alert,12,3.39,0.2134,2021-08-30,407,0
315112,12,3,Alert,12,3.35,0.2105,2021-08-31,408,0
310383,12,3,Alert,12,4.94,0.3105,2023-06-13,409,0
318187,12,3,Alert,12,5.07,0.3187,2023-06-14,410,0
328041,12,3,Alert,12,5.57,0.3504,2023-06-16,411,0
311486,12,3,Alert,12,5.29,0.3325,2023-06-19,412,0
318627,12,3,Alert,12,6.49,0.4082,2023-06-20,413,0
326977,12,3,Alert,12,6.9,0.4337,2023-06-21,414,0
333170,12,3,Alert,12,7.31,0.4597,2023-06-22,415,0
333857,12,3,Alert,12,7.19,0.4522,2023-06-23,416,0
315862,12,3,Alert,12,6.85,0.4309,2023-06-26,417,0
317903,12,3,Alert,12,7.78,0.4892,2023-06-27,418,0
326241,12,3,Alert,12,10.09,0.6345,2023-06-28,419,0
332388,12,3,Alert,12,10.93,0.6872,2023-06-29,420,0
332912,12,3,Alert,12,10.95,0.6889,2023-06-30,421,0
316600,12,3,Alert,12,10.44,0.6569,2023-07-03,422,0
320142,12,3,Alert,12,10.8,0.6793,2023-07-04,423,0
